y
0.001
0.387547255
0.386725545
0.292558591
0.001
0.339232663
0.338982761
0.224482079
0.337256273
0.363745908
0.276556174
0.251492957
0.277155856
0.237365623
0.233855148
0.193969647
0.202915927
0.206589003
0.139784753
0.08015581
